"ID","Category","Name","Method","Checked","Observed","Recommended","Operator","Severity","Result","Detail","Hostname"
"10207","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1206","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1206","","3","=","Medium","Medium","Result=, Recommended=3",
"10208","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1809","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1809","","0","=","Medium","Medium","Result=, Recommended=0",
"10209","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2500","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2500","","0","=","Medium","Medium","Result=, Recommended=0",
"10210","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2103","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2103","","3","=","Medium","Medium","Result=, Recommended=3",
"10211","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1606","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1606","","3","=","Medium","Medium","Result=, Recommended=3",
"10212","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2402","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2402","","3","=","Medium","Medium","Result=, Recommended=3",
"10213","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2004","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2004","","3","=","Medium","Medium","Result=, Recommended=3",
"10214","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1C00","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1C00","","0","=","Medium","Medium","Result=, Recommended=0",
"10215","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1001","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1001","","3","=","Medium","Medium","Result=, Recommended=3",
"10216","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1A00","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1A00","","65536","=","Medium","Medium","Result=, Recommended=65536",
"10217","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2708","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2708","","3","=","Medium","Medium","Result=, Recommended=3",
"10218","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1004","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1004","","3","=","Medium","Medium","Result=, Recommended=3",
"10219","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\120b","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\120b","","3","=","Medium","Medium","Result=, Recommended=3",
"10220","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1407","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1407","","3","=","Medium","Medium","Result=, Recommended=3",
"10221","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1409","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1409","","0","=","Medium","Medium","Result=, Recommended=0",
"10222","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\270C","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\270C","","0","=","Medium","Medium","Result=, Recommended=0",
"10223","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1607","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1607","","3","=","Medium","Medium","Result=, Recommended=3",
"10224","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2709","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2709","","3","=","Medium","Medium","Result=, Recommended=3",
"10225","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2101","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2101","","3","=","Medium","Medium","Result=, Recommended=3",
"10226","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2301","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2301","","0","=","Medium","Medium","Result=, Recommended=0",
"10227","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1806","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1806","","1","=","Medium","Medium","Result=, Recommended=1",
"10228","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\120c","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\120c","","3","=","Medium","Medium","Result=, Recommended=3",
"10229","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\140C","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\140C","","3","=","Medium","Medium","Result=, Recommended=3",
"10230","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1608","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1608","","3","=","Medium","Medium","Result=, Recommended=3",
"10231","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1201","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1201","","3","=","Medium","Medium","Result=, Recommended=3",
"10232","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1001","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1001","","3","=","Medium","Medium","Result=, Recommended=3",
"10233","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1607","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1607","","3","=","Medium","Medium","Result=, Recommended=3",
"10234","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\120b","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\120b","","3","=","Medium","Medium","Result=, Recommended=3",
"10235","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1809","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1809","","0","=","Medium","Medium","Result=, Recommended=0",
"10236","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1004","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1004","","3","=","Medium","Medium","Result=, Recommended=3",
"10237","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1606","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1606","","3","=","Medium","Medium","Result=, Recommended=3",
"10238","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1407","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1407","","3","=","Medium","Medium","Result=, Recommended=3",
"10239","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\160A","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\160A","","3","=","Medium","Medium","Result=, Recommended=3",
"10240","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1406","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1406","","3","=","Medium","Medium","Result=, Recommended=3",
"10241","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2102","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2102","","3","=","Medium","Medium","Result=, Recommended=3",
"10242","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2004","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2004","","3","=","Medium","Medium","Result=, Recommended=3",
"10243","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2200","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2200","","3","=","Medium","Medium","Result=, Recommended=3",
"10244","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2000","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2000","","3","=","Medium","Medium","Result=, Recommended=3",
"10245","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1402","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1402","","3","=","Medium","Medium","Result=, Recommended=3",
"10246","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1803","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1803","","3","=","Medium","Medium","Result=, Recommended=3",
"10247","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2402","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2402","","3","=","Medium","Medium","Result=, Recommended=3",
"10248","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1400","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1400","","3","=","Medium","Medium","Result=, Recommended=3",
"10249","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1A00","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1A00","","196608","=","Medium","Medium","Result=, Recommended=196608",
"10250","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2001","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2001","","3","=","Medium","Medium","Result=, Recommended=3",
"10251","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2500","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2500","","0","=","Medium","Medium","Result=, Recommended=0",
"10252","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1409","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1409","","0","=","Medium","Medium","Result=, Recommended=0",
"10253","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1C00","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1C00","","0","=","Medium","Medium","Result=, Recommended=0",
"10254","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1209","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1209","","3","=","Medium","Medium","Result=, Recommended=3",
"10255","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\270C","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\270C","","0","=","Medium","Medium","Result=, Recommended=0",
"10256","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1206","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1206","","3","=","Medium","Medium","Result=, Recommended=3",
"10257","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2708","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2708","","3","=","Medium","Medium","Result=, Recommended=3",
"10258","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1802","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1802","","3","=","Medium","Medium","Result=, Recommended=3",
"10259","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2103","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2103","","3","=","Medium","Medium","Result=, Recommended=3",
"10260","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2709","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2709","","3","=","Medium","Medium","Result=, Recommended=3",
"10261","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1405","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1405","","3","=","Medium","Medium","Result=, Recommended=3",
"10262","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2101","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2101","","3","=","Medium","Medium","Result=, Recommended=3",
"10263","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2301","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2301","","0","=","Medium","Medium","Result=, Recommended=0",
"10264","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1200","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1200","","3","=","Medium","Medium","Result=, Recommended=3",
"10265","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1804","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1804","","3","=","Medium","Medium","Result=, Recommended=3",
"10266","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1806","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1806","","3","=","Medium","Medium","Result=, Recommended=3",
"10267","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\120c","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\120c","","3","=","Medium","Medium","Result=, Recommended=3",
"10268","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\140C","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\140C","","3","=","Medium","Medium","Result=, Recommended=3",
"10269","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\PUAProtection","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\PUAProtection","","1","=","Medium","Medium","Result=, Recommended=1",
"10270","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\DisableLocalAdminMerge","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\DisableLocalAdminMerge","","0","=","Medium","Medium","Result=, Recommended=0",
"10271","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\HideExclusionsFromLocalAdmins","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\HideExclusionsFromLocalAdmins","","1","=","Medium","Medium","Result=, Recommended=1",
"10272","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\DisableRoutinelyTakingAction","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\DisableRoutinelyTakingAction","","0","=","Medium","Medium","Result=, Recommended=0",
"10273","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Features\PassiveRemediation","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Features\PassiveRemediation","","1","=","Medium","Medium","Result=, Recommended=1",
"10274","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\MpEngine\MpCloudBlockLevel","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\MpEngine\MpCloudBlockLevel","","2","=","Medium","Medium","Result=, Recommended=2",
"10275","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\MpEngine\MpBafsExtendedTimeout","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\MpEngine\MpBafsExtendedTimeout","","50","=","Medium","Medium","Result=, Recommended=50",
"10276","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\NIS\EnableConvertWarnToBlock","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\NIS\EnableConvertWarnToBlock","","1","=","Medium","Medium","Result=, Recommended=1",
"10277","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableIOAVProtection","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableIOAVProtection","","0","=","Medium","Medium","Result=, Recommended=0",
"10278","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableRealtimeMonitoring","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableRealtimeMonitoring","","0","=","Medium","Medium","Result=, Recommended=0",
"10279","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableScriptScanning","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableScriptScanning","","0","=","Medium","Medium","Result=, Recommended=0",
"10280","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableBehaviorMonitoring","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableBehaviorMonitoring","","0","=","Medium","Medium","Result=, Recommended=0",
"10281","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Real-Time Protection\RealtimeScanDirection","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection\RealtimeScanDirection","","0","=","Medium","Medium","Result=, Recommended=0",
"10282","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableOnAccessProtection","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableOnAccessProtection","","0","=","Medium","Medium","Result=, Recommended=0",
"10283","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableScanOnRealtimeEnable","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableScanOnRealtimeEnable","","0","=","Medium","Medium","Result=, Recommended=0",
"10284","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Real-Time Protection\OobeEnableRtpAndSigUpdate","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection\OobeEnableRtpAndSigUpdate","","1","=","Medium","Medium","Result=, Recommended=1",
"10285","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Reporting\EnableDynamicSignatureDroppedEventReporting","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Reporting\EnableDynamicSignatureDroppedEventReporting","","1","=","Medium","Medium","Result=, Recommended=1",
"10286","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Scan\DisableRemovableDriveScanning","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Scan\DisableRemovableDriveScanning","","0","=","Medium","Medium","Result=, Recommended=0",
"10287","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Scan\QuickScanIncludeExclusions","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Scan\QuickScanIncludeExclusions","","1","=","Medium","Medium","Result=, Recommended=1",
"10288","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Spynet\SpynetReporting","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Spynet\SpynetReporting","","2","=","Medium","Medium","Result=, Recommended=2",
"10289","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Spynet\DisableBlockAtFirstSeen","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Spynet\DisableBlockAtFirstSeen","","0","=","Medium","Medium","Result=, Recommended=0",
"10290","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Spynet\SubmitSamplesConsent","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Spynet\SubmitSamplesConsent","","3","=","Medium","Medium","Result=, Recommended=3",
"10291","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\ExploitGuard_ASR_Rules","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\ExploitGuard_ASR_Rules","","1","=","Medium","Medium","Result=, Recommended=1",
"10292","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84","","1","=","Medium","Medium","Result=, Recommended=1",
"10293","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\3b576869-a4ec-4529-8536-b80a7769e899","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\3b576869-a4ec-4529-8536-b80a7769e899","","1","=","Medium","Medium","Result=, Recommended=1",
"10294","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\d4f940ab-401b-4efc-aadc-ad5f3c50688a","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\d4f940ab-401b-4efc-aadc-ad5f3c50688a","","1","=","Medium","Medium","Result=, Recommended=1",
"10295","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\92E97FA1-2EDF-4476-BDD6-9DD0B4DDDC7B","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\92E97FA1-2EDF-4476-BDD6-9DD0B4DDDC7B","","1","=","Medium","Medium","Result=, Recommended=1",
"10296","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\5beb7efe-fd9a-4556-801d-275e5ffc04cc","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\5beb7efe-fd9a-4556-801d-275e5ffc04cc","","1","=","Medium","Medium","Result=, Recommended=1",
"10297","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\d3e037e1-3eb8-44c8-a917-57927947596d","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\d3e037e1-3eb8-44c8-a917-57927947596d","","1","=","Medium","Medium","Result=, Recommended=1",
"10298","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\be9ba2d9-53ea-4cdc-84e5-9b1eeee46550","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\be9ba2d9-53ea-4cdc-84e5-9b1eeee46550","","1","=","Medium","Medium","Result=, Recommended=1",
"10299","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2","","1","=","Medium","Medium","Result=, Recommended=1",
"10300","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4","","1","=","Medium","Medium","Result=, Recommended=1",
"10301","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\26190899-1602-49e8-8b27-eb1d0a1ce869","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\26190899-1602-49e8-8b27-eb1d0a1ce869","","1","=","Medium","Medium","Result=, Recommended=1",
"10302","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c","","1","=","Medium","Medium","Result=, Recommended=1",
"10303","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\c1db55ab-c21a-4637-bb3f-a12568109d35","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\c1db55ab-c21a-4637-bb3f-a12568109d35","","1","=","Medium","Medium","Result=, Recommended=1",
"10304","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\e6db77e5-3df2-4cf1-b95a-636979351e5b","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\e6db77e5-3df2-4cf1-b95a-636979351e5b","","1","=","Medium","Medium","Result=, Recommended=1",
"10305","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\56a863a9-875e-4185-98a7-b882c64b5ce5","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\56a863a9-875e-4185-98a7-b882c64b5ce5","","1","=","Medium","Medium","Result=, Recommended=1",
